2024-05-23 23:16:41,576 INFO    MainThread:59482 [wandb_setup.py:_flush():76] Current SDK version is 0.17.0
2024-05-23 23:16:41,577 INFO    MainThread:59482 [wandb_setup.py:_flush():76] Configure stats pid to 59482
2024-05-23 23:16:41,577 INFO    MainThread:59482 [wandb_setup.py:_flush():76] Loading settings from /Users/teapula/.config/wandb/settings
2024-05-23 23:16:41,577 INFO    MainThread:59482 [wandb_setup.py:_flush():76] Loading settings from /Users/teapula/Documents/AIM/Deep_Learning/assignment_2/wandb/settings
2024-05-23 23:16:41,577 INFO    MainThread:59482 [wandb_setup.py:_flush():76] Loading settings from environment variables: {}
2024-05-23 23:16:41,577 INFO    MainThread:59482 [wandb_setup.py:_flush():76] Applying setup settings: {'_disable_service': False}
2024-05-23 23:16:41,577 INFO    MainThread:59482 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program_relpath': 'train.py', 'program_abspath': '/Users/teapula/Documents/AIM/Deep_Learning/assignment_2/train.py', 'program': '/Users/teapula/Documents/AIM/Deep_Learning/assignment_2/train.py'}
2024-05-23 23:16:41,577 INFO    MainThread:59482 [wandb_setup.py:_flush():76] Applying login settings: {}
2024-05-23 23:16:41,577 INFO    MainThread:59482 [wandb_init.py:_log_setup():520] Logging user logs to ./logs/model_2/wandb/run-20240523_231641-uwpo6luo/logs/debug.log
2024-05-23 23:16:41,577 INFO    MainThread:59482 [wandb_init.py:_log_setup():521] Logging internal logs to ./logs/model_2/wandb/run-20240523_231641-uwpo6luo/logs/debug-internal.log
2024-05-23 23:16:41,577 INFO    MainThread:59482 [wandb_init.py:init():560] calling init triggers
2024-05-23 23:16:41,577 INFO    MainThread:59482 [wandb_init.py:init():567] wandb.init called with sweep_config: {}
config: {'model': {'name': 'model_2', 'parameters': {'embedding_dim': 128, 'num_layers': 2}}, 'optimizer': {'lr': 0.0001}, 'vocabulary': {'captions_file_path': '/Users/teapula/Documents/AIM/Deep_Learning/assignment_2/flickr8k/vocabulary_captions.txt'}, 'data': {'train': {'images_folder_path': '/Users/teapula/Documents/AIM/Deep_Learning/assignment_2/flickr8k/train_images', 'captions_file_path': '/Users/teapula/Documents/AIM/Deep_Learning/assignment_2/flickr8k/train_captions.txt', 'batch_size': 256}, 'val': {'images_folder_path': '/Users/teapula/Documents/AIM/Deep_Learning/assignment_2/flickr8k/val_images', 'captions_file_path': '/Users/teapula/Documents/AIM/Deep_Learning/assignment_2/flickr8k/val_captions.txt', 'batch_size': 256}}}
2024-05-23 23:16:41,577 INFO    MainThread:59482 [wandb_init.py:init():610] starting backend
2024-05-23 23:16:41,577 INFO    MainThread:59482 [wandb_init.py:init():614] setting up manager
2024-05-23 23:16:41,579 INFO    MainThread:59482 [backend.py:_multiprocessing_setup():105] multiprocessing start_methods=spawn,fork,forkserver, using: spawn
2024-05-23 23:16:41,581 INFO    MainThread:59482 [wandb_init.py:init():622] backend started and connected
2024-05-23 23:16:41,588 INFO    MainThread:59482 [wandb_init.py:init():711] updated telemetry
2024-05-23 23:16:41,606 INFO    MainThread:59482 [wandb_init.py:init():744] communicating run to backend with 90.0 second timeout
2024-05-23 23:16:42,621 INFO    MainThread:59482 [wandb_run.py:_on_init():2396] communicating current version
2024-05-23 23:16:42,817 INFO    MainThread:59482 [wandb_run.py:_on_init():2405] got version response 
2024-05-23 23:16:42,818 INFO    MainThread:59482 [wandb_init.py:init():795] starting run threads in backend
2024-05-23 23:16:46,794 INFO    MainThread:59482 [wandb_run.py:_console_start():2374] atexit reg
2024-05-23 23:16:46,794 INFO    MainThread:59482 [wandb_run.py:_redirect():2229] redirect: wrap_raw
2024-05-23 23:16:46,794 INFO    MainThread:59482 [wandb_run.py:_redirect():2294] Wrapping output streams.
2024-05-23 23:16:46,794 INFO    MainThread:59482 [wandb_run.py:_redirect():2319] Redirects installed.
2024-05-23 23:16:46,795 INFO    MainThread:59482 [wandb_init.py:init():838] run started, returning control to user process
2024-05-23 23:17:35,985 WARNING MsgRouterThr:59482 [router.py:message_loop():77] message_loop has been closed
